order_item_id,order_id,product_id,quantity
1663,551,11,1
1664,551,101,4
1665,551,113,1
1666,551,84,3
1667,551,10,4
1668,552,108,1
1669,552,99,1
1670,553,2,3
1671,553,29,3
1672,553,96,2
1673,553,3,1
1674,554,36,4
1675,555,73,2
1676,555,65,2
1677,555,64,2
1678,556,120,2
1679,556,73,3
1680,556,110,2
1681,557,83,3
1682,557,87,4
1683,557,84,4
1684,557,7,3
1685,558,114,2
1686,559,51,2
1687,560,10,2
1688,560,118,3
1689,560,32,3
1690,560,26,1
1691,561,103,3
1692,561,81,2
1693,561,120,1
1694,561,43,4
1695,561,108,2
1696,562,10,4
1697,562,100,1
1698,563,41,1
1699,563,114,2
1700,563,109,1
1701,563,89,4
1702,564,87,1
1703,565,80,4
1704,566,60,1
1705,566,102,3
1706,566,55,1
1707,566,113,4
1708,567,14,1
1709,567,2,2
1710,568,93,2
1711,568,80,2
1712,568,57,1
1713,568,24,1
1714,569,66,3
1715,569,84,2
1716,569,97,2
1717,569,46,4
1718,570,85,1
1719,570,87,4
1720,570,19,3
1721,570,8,2
1722,570,31,2
1723,571,77,3
1724,571,89,3
1725,571,43,4
1726,571,110,3
1727,572,64,2
1728,573,60,2
1729,573,80,2
1730,574,24,1
1731,574,106,1
1732,574,1,3
1733,574,47,1
1734,575,117,2
1735,575,98,2
1736,575,47,3
1737,575,6,2
1738,575,4,2
1739,576,3,3
1740,576,23,1
1741,577,40,2
1742,577,59,3
1743,578,19,2
1744,579,77,2
1745,579,55,1
1746,579,82,2
1747,580,112,4
1748,580,17,2
1749,580,109,1
1750,581,48,3
1751,581,64,3
1752,581,67,4
1753,581,60,4
1754,581,23,4
1755,582,27,2
1756,583,114,3
1757,583,49,3
1758,583,74,1
1759,583,21,2
1760,584,75,4
1761,584,6,3
1762,585,103,3
1763,585,64,4
1764,585,41,1
1765,586,83,1
1766,586,10,3
1767,586,46,1
1768,587,5,3
1769,587,70,2
1770,587,26,3
1771,588,18,3
1772,588,110,1
1773,588,97,3
1774,588,92,3
1775,588,95,3
1776,589,98,2
1777,589,20,2
1778,589,111,4
1779,589,51,2
1780,589,30,4
1781,590,41,2
1782,591,4,2
1783,591,48,3
1784,591,18,1
1785,591,74,4
1786,591,112,3
1787,592,88,3
1788,592,97,3
1789,592,52,1
1790,592,98,1
1791,593,73,4
1792,593,81,4
1793,593,103,2
1794,594,14,3
1795,594,43,1
1796,594,73,2
1797,594,58,1
1798,595,26,4
1799,595,9,3
1800,596,48,1
1801,597,21,4
1802,597,15,4
1803,597,17,1
1804,597,69,4
1805,598,40,4
1806,598,56,2
1807,599,1,4
1808,599,19,1
1809,600,59,1
1810,600,60,3
1811,600,74,4
1812,600,6,3
1813,601,23,4
1814,601,116,4
1815,602,51,1
1816,603,117,4
1817,603,64,1
1818,604,53,3
1819,604,58,2
1820,604,22,1
1821,605,96,2
1822,605,52,4
1823,605,110,1
1824,606,42,4
1825,606,86,4
1826,607,61,3
1827,607,106,2
1828,608,23,3
1829,609,57,2
1830,609,46,2
1831,610,50,3
1832,611,48,2
1833,611,117,2
1834,612,106,1
1835,612,25,2
1836,612,88,1
1837,613,105,3
1838,614,30,2
1839,615,2,3
1840,615,52,1
1841,616,84,1
1842,616,80,1
1843,616,48,2
1844,617,102,3
1845,617,119,1
1846,617,109,3
1847,617,73,4
1848,617,22,2
1849,618,43,1
1850,619,82,1
1851,619,95,2
1852,619,30,1
1853,619,65,1
1854,619,76,3
1855,620,11,3
1856,620,8,2
1857,620,18,2
1858,620,48,4
1859,620,64,2
1860,621,36,1
1861,621,41,4
1862,622,27,1
1863,622,70,2
1864,623,81,4
1865,623,1,1
1866,623,9,2
1867,623,112,1
1868,624,71,2
1869,624,107,1
1870,624,102,4
1871,624,120,4
1872,624,27,3
1873,625,32,2
1874,625,39,3
1875,625,37,4
1876,625,74,1
1877,625,58,3
1878,626,65,2
1879,626,79,4
1880,626,95,1
1881,626,56,4
1882,627,69,3
1883,627,20,4
1884,627,71,4
1885,627,94,3
1886,627,23,4
1887,628,18,2
1888,628,92,2
1889,628,61,2
1890,629,52,3
1891,629,119,4
1892,629,54,4
1893,629,51,3
1894,630,120,4
1895,630,73,3
1896,630,21,3
1897,630,25,4
1898,631,32,1
1899,631,62,3
1900,632,78,2
1901,632,59,3
1902,632,88,2
1903,633,91,2
1904,633,76,4
1905,633,116,2
1906,633,11,4
1907,634,85,4
1908,634,114,1
1909,634,49,1
1910,634,76,3
1911,634,40,2
1912,635,105,1
1913,635,63,1
1914,636,22,2
1915,636,23,2
1916,636,48,4
1917,636,24,2
1918,637,8,2
1919,637,96,2
1920,638,38,1
1921,639,75,2
1922,640,35,1
1923,641,67,4
1924,641,98,3
1925,641,35,4
1926,641,120,3
1927,641,63,3
1928,642,47,4
1929,642,86,4
1930,643,59,4
1931,644,90,2
1932,644,97,3
1933,644,105,4
1934,645,3,1
1935,645,82,3
1936,645,47,4
1937,646,120,1
1938,646,61,4
1939,646,85,3
1940,646,110,2
1941,647,107,4
1942,647,87,2
1943,647,71,4
1944,648,22,1
1945,648,97,1
1946,649,29,4
1947,649,93,1
1948,649,33,2
1949,650,112,1
1950,650,29,3
1951,650,120,4
1952,651,15,1
1953,651,38,1
1954,651,12,3
1955,652,49,1
1956,652,74,3
1957,652,95,1
1958,653,67,2
1959,653,85,1
1960,654,105,2
1961,654,38,4
1962,655,77,3
1963,656,38,3
1964,656,91,2
1965,656,49,2
1966,656,8,2
1967,657,105,2
1968,657,85,1
1969,657,117,4
1970,658,97,3
1971,658,51,3
1972,658,10,2
1973,659,42,1
1974,659,97,3
1975,660,38,2
1976,660,115,2
1977,660,19,1
1978,660,27,3
1979,661,55,1
1980,661,87,1
1981,661,108,3
1982,661,22,4
1983,662,56,2
1984,662,20,1
1985,662,81,1
1986,662,93,2
1987,662,52,4
1988,663,100,4
1989,664,48,1
1990,664,2,1
1991,664,16,4
1992,664,15,2
1993,665,50,4
1994,665,62,3
1995,666,52,1
1996,666,105,4
1997,667,24,2
1998,668,17,2
1999,669,16,3
2000,670,6,3
2001,670,67,4
2002,670,116,2
2003,671,66,1
2004,671,27,2
2005,671,89,1
2006,671,13,2
2007,671,85,2
2008,672,36,4
2009,672,17,1
2010,672,94,3
2011,673,87,2
2012,673,55,2
2013,673,89,1
2014,674,78,3
2015,674,21,4
2016,674,54,4
2017,674,106,1
2018,674,20,2
2019,675,9,3
2020,675,43,3
2021,675,82,3
2022,675,12,2
2023,676,14,2
2024,676,101,3
2025,676,119,4
2026,676,16,1
2027,677,115,1
2028,678,77,2
2029,678,113,3
2030,678,109,1
2031,678,52,2
2032,678,62,2
2033,679,54,3
2034,679,91,4
2035,679,59,3
2036,679,24,3
2037,679,57,4
2038,680,99,1
2039,680,41,1
2040,680,109,2
2041,680,12,1
2042,681,104,2
2043,681,112,4
2044,681,2,4
2045,681,55,1
2046,682,96,1
2047,682,45,4
2048,682,32,2
2049,682,95,2
2050,682,85,2
2051,683,46,2
2052,683,7,3
2053,683,55,1
2054,683,64,3
2055,683,49,2
2056,684,28,4
2057,684,1,2
2058,684,95,3
2059,685,1,3
2060,685,79,3
2061,685,59,3
2062,686,2,4
2063,686,13,2
2064,686,56,1
2065,687,16,2
2066,687,117,3
2067,687,63,2
2068,687,1,4
2069,688,69,3
2070,688,104,1
2071,689,46,4
2072,689,96,1
2073,690,18,4
2074,691,62,3
2075,691,86,1
2076,692,97,4
2077,692,98,4
2078,692,100,2
2079,693,45,1
2080,693,65,2
2081,694,38,4
2082,694,37,2
2083,694,63,2
2084,694,11,2
2085,695,90,4
2086,695,32,2
2087,695,86,4
2088,696,17,4
2089,697,79,2
2090,698,68,2
2091,698,40,2
2092,698,90,3
2093,698,82,4
2094,699,83,3
2095,699,7,3
2096,699,39,3
2097,699,15,3
2098,700,1,1
2099,701,13,3
2100,701,56,3
2101,701,24,3
2102,701,33,1
2103,701,63,1
2104,702,68,3
2105,702,78,2
2106,702,48,4
2107,702,31,1
2108,702,84,1
2109,703,119,3
2110,703,13,3
2111,703,10,4
2112,703,70,2
2113,704,92,3
2114,704,33,3
2115,704,115,4
2116,704,113,1
2117,704,98,4
2118,705,120,3
2119,705,65,2
2120,705,102,3
2121,705,3,1
2122,705,22,1
2123,706,88,1
2124,706,69,2
2125,706,112,4
2126,706,66,4
2127,707,35,2
2128,707,27,1
2129,707,24,4
2130,707,1,3
2131,707,21,3
2132,708,71,2
2133,708,16,1
2134,708,22,2
2135,709,35,1
2136,709,112,2
2137,710,42,3
2138,710,11,2
2139,710,91,4
2140,711,94,2
2141,711,36,3
2142,712,71,3
2143,712,27,3
2144,712,105,2
2145,712,57,4
2146,712,29,2
2147,713,116,1
2148,713,62,4
2149,714,63,1
2150,714,94,3
2151,714,24,2
2152,714,83,2
2153,714,37,4
2154,715,59,4
2155,715,117,1
2156,716,13,1
2157,716,49,1
2158,716,50,2
2159,716,3,2
2160,716,15,1
2161,717,70,3
2162,718,105,4
2163,718,21,2
2164,718,40,2
2165,718,43,1
2166,719,70,3
2167,720,30,4
2168,721,88,1
2169,721,114,4
2170,721,92,2
2171,721,106,1
2172,722,79,3
2173,723,20,2
2174,723,23,4
2175,723,55,2
2176,723,68,3
2177,723,43,3
2178,724,104,1
2179,724,117,1
2180,724,92,2
2181,725,105,4
2182,725,9,3
2183,725,15,2
2184,725,74,1
2185,726,46,4
2186,726,41,4
2187,726,64,3
2188,726,55,2
2189,727,64,1
2190,727,69,4
2191,727,106,2
2192,727,30,1
2193,727,50,2
2194,728,61,3
2195,728,18,3
2196,728,118,2
2197,728,15,3
2198,728,8,4
2199,729,96,2
2200,730,7,1
2201,730,90,4
2202,730,14,2
2203,731,11,1
2204,731,32,1
2205,732,96,3
2206,732,68,4
2207,733,37,1
2208,734,97,4
2209,734,23,4
2210,734,65,4
2211,734,21,3
2212,734,2,3
2213,735,67,4
2214,736,24,1
2215,736,106,4
2216,736,96,4
2217,736,72,3
2218,737,25,3
2219,737,35,3
2220,737,14,1
2221,737,10,2
2222,738,77,3
2223,738,2,2
2224,739,73,3
2225,739,6,1
2226,739,102,3
2227,739,62,1
2228,739,7,3
2229,740,93,1
2230,740,46,3
2231,740,17,4
2232,740,90,1
2233,741,112,2
2234,741,110,4
2235,741,5,1
2236,741,38,1
2237,741,21,2
2238,742,65,3
2239,742,67,4
2240,743,6,4
2241,743,115,2
2242,743,92,2
2243,743,100,1
2244,744,71,1
2245,744,112,4
2246,744,103,1
2247,745,36,3
2248,746,61,4
2249,746,33,2
2250,746,98,1
2251,747,110,4
2252,747,37,2
2253,747,52,4
2254,748,58,1
2255,748,34,2
2256,748,113,1
2257,748,88,2
2258,748,6,1
2259,749,52,4
2260,749,110,1
2261,749,10,3
2262,749,29,4
2263,749,50,4
2264,750,99,3
2265,750,56,1
2266,750,26,3
2267,750,52,3
2268,751,59,2
2269,751,5,4
2270,751,70,2
2271,752,8,4
2272,752,120,4
2273,752,104,2
2274,752,47,1
2275,753,19,1
2276,754,68,3
2277,754,28,2
2278,754,86,1
2279,754,115,1
2280,755,22,4
2281,755,26,4
2282,755,45,4
2283,756,101,2
2284,756,115,3
2285,756,77,3
2286,756,26,1
2287,756,10,2
2288,757,34,4
2289,757,67,2
2290,757,93,4
2291,757,1,1
2292,758,100,3
2293,758,22,2
2294,758,77,2
2295,758,49,1
2296,758,28,3
2297,759,115,1
2298,759,40,4
2299,759,65,4
2300,760,67,2
2301,760,98,4
2302,760,43,4
2303,760,15,3
2304,761,82,1
2305,761,37,1
2306,761,90,1
2307,761,80,1
2308,762,13,1
2309,762,82,3
2310,762,57,4
2311,762,65,2
2312,762,75,2
2313,763,102,4
2314,763,117,4
2315,763,60,1
2316,764,40,4
2317,764,108,2
2318,764,116,1
2319,765,108,3
2320,765,105,3
2321,765,67,2
2322,766,83,4
2323,766,51,2
2324,766,107,4
2325,766,7,2
2326,766,103,4
2327,767,65,4
2328,767,16,3
2329,768,56,1
2330,769,4,4
2331,769,96,3
2332,769,94,2
2333,769,17,2
2334,770,85,1
2335,770,7,2
2336,770,36,1
2337,771,119,2
2338,771,77,3
2339,771,16,3
2340,771,14,2
2341,772,13,4
2342,772,63,1
2343,772,102,4
2344,772,3,1
2345,773,24,1
2346,773,39,2
2347,774,45,1
2348,774,62,2
2349,774,79,3
2350,775,67,2
2351,776,18,2
2352,776,29,3
2353,776,11,3
2354,777,84,4
2355,777,38,4
2356,777,60,4
2357,777,96,2
2358,777,104,3
2359,778,75,3
2360,779,114,3
2361,779,58,3
2362,779,55,1
2363,779,77,4
2364,780,48,1
2365,780,115,4
2366,780,81,2
2367,781,15,2
2368,782,46,1
2369,782,32,2
2370,783,100,1
2371,783,41,1
2372,784,73,2
2373,784,102,1
2374,784,42,4
2375,784,116,3
2376,785,74,4
2377,786,7,4
2378,786,103,4
2379,787,22,4
2380,787,77,2
2381,787,42,1
2382,787,76,3
2383,788,108,1
2384,788,52,1
2385,789,93,3
2386,789,39,4
2387,789,36,1
2388,789,41,3
2389,790,109,3
2390,790,83,1
2391,790,117,1
2392,790,16,2
2393,791,42,4
2394,792,1,3
2395,792,120,1
2396,792,89,1
2397,792,112,1
2398,792,7,3
2399,793,119,4
2400,793,18,1
2401,794,82,2
2402,794,58,4
2403,794,86,4
2404,794,16,3
2405,795,46,2
2406,796,2,2
2407,796,86,4
2408,797,105,3
2409,797,76,3
2410,798,29,3
2411,798,118,4
2412,799,36,4
2413,800,113,2
2414,800,14,1
2415,800,96,4
2416,800,15,2
2417,801,16,1
2418,801,119,3
2419,801,71,4
2420,802,43,1
2421,802,7,1
2422,802,57,4
2423,802,35,4
2424,802,48,2
2425,803,77,4
2426,803,36,4
2427,804,29,1
2428,805,69,1
2429,806,13,3
2430,806,29,4
2431,806,94,2
2432,806,106,2
2433,807,91,1
2434,807,77,1
2435,807,37,2
2436,808,88,2
2437,808,9,3
2438,808,22,4
2439,809,3,1
2440,809,23,2
2441,809,34,1
2442,810,1,1
2443,810,63,1
2444,810,112,1
2445,810,32,3
2446,810,61,2
2447,811,100,1
2448,811,13,3
2449,812,85,3
2450,812,63,4
2451,812,33,1
2452,813,15,1
2453,813,35,2
2454,813,88,4
2455,813,67,2
2456,814,95,1
2457,814,90,2
2458,814,56,4
2459,814,47,1
2460,814,27,3
2461,815,76,2
2462,815,54,1
2463,815,36,3
2464,815,40,1
2465,816,2,4
2466,817,80,2
2467,817,72,3
2468,817,86,4
2469,818,37,1
2470,818,106,1
2471,819,7,3
2472,820,20,2
2473,820,12,4
2474,820,92,1
2475,820,35,3
2476,820,19,2
2477,821,116,3
2478,821,13,3
2479,821,115,2
2480,821,34,4
2481,822,88,2
2482,822,99,3
2483,823,39,4
2484,824,68,3
2485,824,57,3
2486,825,60,1
2487,825,4,4
2488,825,117,1
2489,825,72,2
2490,826,66,3
2491,826,48,1
2492,826,17,4
2493,826,80,2
2494,826,70,4
2495,827,11,1
2496,828,13,3
2497,828,106,1
2498,828,38,1
2499,828,73,1
2500,828,62,2
2501,829,81,1
2502,829,40,4
2503,829,93,2
2504,830,67,1
2505,831,51,3
2506,831,8,4
2507,831,119,4
2508,831,16,2
2509,832,82,2
2510,832,3,2
2511,833,95,4
2512,833,90,3
2513,833,70,3
2514,833,26,1
2515,833,61,4
2516,834,54,1
2517,834,105,3
2518,834,55,4
2519,834,19,1
2520,835,57,4
2521,835,6,4
2522,835,117,3
2523,835,46,1
2524,835,18,2
2525,836,23,2
2526,837,119,4
2527,837,51,4
2528,837,9,4
2529,838,45,1
2530,838,75,1
2531,838,80,1
2532,838,107,2
2533,838,52,2
2534,839,99,2
2535,839,104,1
2536,840,79,3
2537,841,78,1
2538,841,81,2
2539,841,108,3
2540,842,82,2
2541,842,74,2
2542,843,29,2
2543,843,26,4
2544,843,95,2
2545,844,5,2
2546,844,104,1
2547,845,88,4
2548,845,94,2
2549,846,116,1
2550,846,72,4
2551,846,110,4
2552,846,18,4
2553,846,103,1
2554,847,16,4
2555,848,106,3
2556,848,38,4
2557,849,69,2
2558,850,75,4
2559,851,43,1
2560,851,114,2
2561,852,10,1
2562,852,104,3
2563,852,73,1
2564,852,116,4
2565,853,14,1
2566,854,39,2
2567,854,101,1
2568,854,109,1
2569,854,113,1
2570,855,111,4
2571,855,49,1
2572,855,88,4
2573,855,95,4
2574,855,3,2
2575,856,115,3
2576,857,118,1
2577,857,8,1
2578,857,31,2
2579,857,30,4
2580,858,8,2
2581,859,78,2
2582,859,84,3
2583,859,114,2
2584,860,33,2
2585,861,47,3
2586,861,100,2
2587,861,71,3
2588,862,45,4
2589,863,30,1
2590,863,40,3
2591,863,95,2
2592,863,71,1
2593,863,27,2
2594,864,108,4
2595,864,5,3
2596,864,35,1
2597,864,36,1
2598,865,57,4
2599,865,6,2
2600,865,29,4
2601,865,27,1
2602,866,98,3
2603,866,45,3
2604,866,120,2
2605,866,4,1
2606,866,117,3
2607,867,50,4
2608,867,93,4
2609,867,120,3
2610,867,87,2
2611,867,37,4
2612,868,11,3
2613,868,32,3
2614,868,99,4
2615,869,2,3
2616,869,16,3
2617,869,40,2
2618,869,73,4
2619,869,85,4
2620,870,62,2
2621,870,82,4
2622,870,109,1
2623,871,24,3
2624,871,34,3
2625,871,99,4
2626,871,101,2
2627,872,84,1
2628,873,92,1
2629,873,30,3
2630,873,8,1
2631,873,34,2
2632,873,33,3
2633,874,10,3
2634,874,31,4
2635,874,27,1
2636,874,42,4
2637,874,74,3
2638,875,115,3
2639,875,84,1
2640,875,48,2
2641,875,61,3
2642,876,14,2
2643,877,98,2
2644,877,84,4
2645,877,11,1
2646,877,10,1
2647,878,38,3
2648,878,117,2
2649,878,32,4
2650,878,43,3
2651,878,103,1
2652,879,46,1
2653,880,30,2
2654,880,73,4
2655,880,106,2
2656,880,17,3
2657,881,16,4
2658,881,11,2
2659,881,53,4
2660,882,16,3
2661,882,54,4
2662,883,89,2
2663,884,118,2
2664,884,50,4
2665,884,116,2
2666,884,55,3
2667,884,46,1
2668,885,58,4
2669,885,117,4
2670,885,53,3
2671,886,11,3
2672,886,20,4
2673,886,115,4
2674,886,1,3
2675,886,76,4
2676,887,7,4
2677,887,73,3
2678,887,67,3
2679,888,6,2
2680,888,105,4
2681,889,16,3
2682,889,37,4
2683,890,78,2
2684,890,97,3
2685,890,14,2
2686,891,77,1
2687,892,37,4
2688,892,74,4
2689,893,114,1
2690,893,56,2
2691,893,64,3
2692,893,34,1
2693,894,21,3
2694,894,65,4
2695,894,43,1
2696,895,25,1
2697,895,108,1
2698,895,72,2
2699,896,20,4
2700,896,63,3
2701,896,105,2
2702,896,24,2
2703,897,72,2
2704,897,79,1
2705,897,27,4
2706,897,91,3
2707,898,85,2
2708,898,24,3
2709,898,113,4
2710,898,39,4
2711,898,108,4
2712,899,38,3
2713,899,13,4
2714,899,29,4
2715,899,15,3
2716,900,45,4
2717,901,88,3
2718,901,31,2
2719,901,4,4
2720,901,38,1
2721,902,104,3
2722,902,57,1
2723,902,55,3
2724,902,52,4
2725,903,40,4
2726,904,100,1
2727,904,81,3
2728,905,117,1
2729,905,46,1
2730,905,99,2
2731,906,103,3
2732,906,21,3
2733,906,117,4
2734,907,97,1
2735,908,4,2
2736,908,30,1
2737,908,81,3
2738,909,111,1
2739,909,11,4
2740,909,10,1
2741,910,110,1
2742,910,40,3
2743,910,101,3
2744,910,42,4
2745,910,55,2
2746,911,55,4
2747,911,12,3
2748,911,29,4
2749,912,3,3
2750,912,64,1
2751,912,94,4
2752,912,51,2
2753,913,62,3
2754,913,73,3
2755,913,14,2
2756,914,22,2
2757,914,27,1
2758,914,111,2
2759,914,63,4
2760,914,76,4
2761,915,40,2
2762,915,95,1
2763,915,44,3
2764,915,107,4
2765,916,70,2
2766,916,64,3
2767,916,41,4
2768,916,84,4
2769,917,97,2
2770,917,2,1
2771,918,5,4
2772,919,18,4
2773,919,96,4
2774,919,112,1
2775,919,71,3
2776,920,79,2
2777,920,114,2
2778,920,48,3
2779,921,27,2
2780,921,120,2
2781,921,43,4
2782,921,119,1
2783,922,61,1
2784,922,9,3
2785,923,43,4
2786,923,13,2
2787,923,8,1
2788,923,80,3
2789,924,37,4
2790,924,106,3
2791,924,117,3
2792,925,20,2
2793,925,14,3
2794,925,94,1
2795,925,28,2
2796,925,36,4
2797,926,1,2
2798,926,101,2
2799,927,42,1
2800,928,104,3
2801,928,57,3
2802,928,55,1
2803,928,86,2
2804,928,61,4
2805,929,108,1
2806,929,67,2
2807,929,41,2
2808,930,63,1
2809,930,89,4
2810,930,101,3
2811,930,33,2
2812,931,79,2
2813,931,72,4
2814,932,57,2
2815,932,47,1
2816,933,118,3
2817,933,2,4
2818,933,78,4
2819,933,35,1
2820,933,5,3
2821,934,81,1
2822,934,59,1
2823,934,63,3
2824,934,23,1
2825,934,61,2
2826,935,54,1
2827,936,110,3
2828,937,93,4
2829,937,47,4
2830,937,67,1
2831,937,2,1
2832,937,86,2
2833,938,36,2
2834,939,82,1
2835,939,96,3
2836,940,60,1
2837,940,73,4
2838,940,108,1
2839,941,76,2
2840,941,81,1
2841,941,3,2
2842,942,96,2
2843,942,97,3
2844,943,18,4
2845,943,73,2
2846,943,41,2
2847,944,34,3
2848,944,12,3
2849,944,63,4
2850,944,46,2
2851,945,83,3
2852,945,104,2
2853,945,88,3
2854,946,12,2
2855,946,66,3
2856,946,99,2
2857,947,61,4
2858,947,18,3
2859,948,21,4
2860,949,40,2
2861,949,21,1
2862,949,60,4
2863,950,33,3
2864,950,93,3
2865,951,119,2
2866,952,76,2
2867,952,4,3
2868,952,21,2
2869,952,66,2
2870,953,103,4
2871,953,45,4
2872,954,39,1
2873,954,40,2
2874,955,88,3
2875,955,72,1
2876,956,88,4
2877,956,51,4
2878,956,90,4
2879,956,28,2
2880,956,117,1
2881,957,52,3
2882,957,99,3
2883,958,86,2
2884,958,95,2
2885,958,76,2
2886,958,4,3
2887,959,97,2
2888,959,51,2
2889,959,118,4
2890,959,10,2
2891,959,83,1
2892,960,55,3
2893,960,20,3
2894,961,54,4
2895,961,23,1
2896,961,21,4
2897,962,21,3
2898,963,2,4
2899,963,63,4
2900,963,84,1
2901,963,86,3
2902,964,104,3
2903,964,103,4
2904,964,117,3
2905,964,58,3
2906,964,65,1
2907,965,1,3
2908,965,44,2
2909,966,16,4
2910,967,44,1
2911,967,87,3
2912,967,38,2
2913,967,99,3
2914,968,82,1
2915,968,5,3
2916,968,77,1
2917,969,17,2
2918,970,89,4
2919,970,80,1
2920,970,32,1
2921,970,118,3
2922,971,93,3
2923,971,11,4
2924,971,44,4
2925,971,119,1
2926,971,82,2
2927,972,15,3
2928,972,102,3
2929,972,25,2
2930,972,74,1
2931,973,36,1
2932,973,65,4
2933,974,3,4
2934,974,101,2
2935,975,102,2
2936,975,82,1
2937,975,41,3
2938,975,13,2
2939,975,29,1
2940,976,76,3
2941,976,54,4
2942,976,82,4
2943,976,77,1
2944,977,110,2
2945,977,96,4
2946,977,64,3
2947,977,27,4
2948,978,11,3
2949,978,27,3
2950,978,96,3
2951,979,22,4
2952,979,80,1
2953,979,46,3
2954,979,73,4
2955,979,56,2
2956,980,28,2
2957,980,15,2
2958,980,74,4
2959,980,38,4
2960,981,81,3
2961,981,14,4
2962,981,86,2
2963,982,21,4
2964,982,119,3
2965,982,112,1
2966,982,23,3
2967,983,84,1
2968,983,54,2
2969,983,53,2
2970,983,25,1
2971,983,82,4
2972,984,32,1
2973,984,22,3
2974,984,73,1
2975,984,81,4
2976,984,61,2
2977,985,120,3
2978,985,92,2
2979,985,118,3
2980,985,26,1
2981,986,88,4
2982,986,78,2
2983,987,83,3
2984,987,15,2
2985,987,103,2
2986,987,78,4
2987,987,108,1
2988,988,61,4
2989,988,111,3
2990,988,50,1
2991,988,10,1
2992,988,101,4
2993,989,107,1
2994,989,106,3
2995,989,93,4
2996,989,99,4
2997,990,97,3
2998,990,102,4
2999,990,15,3
3000,990,93,2
3001,990,22,2
3002,991,59,4
3003,992,101,3
3004,992,58,3
3005,992,90,1
3006,993,37,3
3007,993,4,3
3008,993,29,3
3009,993,113,2
3010,993,48,3
3011,994,19,3
3012,994,78,4
3013,995,19,3
3014,995,75,3
3015,995,2,4
3016,996,41,4
3017,996,67,2
3018,996,48,4
3019,996,49,2
3020,996,111,4
3021,997,29,3
3022,997,20,1
3023,998,108,2
3024,999,43,1
3025,1000,73,2
3026,1000,67,2
3027,1000,32,2
3028,1000,33,4
3029,1001,12,1
3030,1001,96,2
3031,1001,25,3
3032,1002,69,1
3033,1003,15,2
3034,1003,57,1
3035,1003,11,2
3036,1003,61,4
3037,1004,100,4
3038,1004,83,1
3039,1004,25,3
3040,1004,76,4
3041,1005,62,3
3042,1005,66,2
3043,1005,37,3
3044,1005,83,3
3045,1005,39,3
3046,1006,41,4
3047,1007,98,4
3048,1008,106,2
3049,1008,24,2
3050,1008,25,3
3051,1008,100,3
3052,1008,14,3
3053,1009,74,2
3054,1009,87,3
3055,1010,85,4
3056,1010,21,3
3057,1010,42,2
3058,1010,67,3
3059,1010,61,4
3060,1011,107,4
3061,1011,96,3
3062,1011,41,4
3063,1012,46,4
3064,1012,83,3
3065,1012,104,1
3066,1012,18,2
3067,1013,55,3
3068,1013,102,2
3069,1013,49,2
3070,1014,42,4
3071,1014,93,4
3072,1015,78,1
3073,1015,76,1
3074,1015,49,1
3075,1016,15,1
3076,1016,61,3
3077,1016,18,4
3078,1017,39,4
3079,1017,74,2
3080,1017,26,3
3081,1017,72,3
3082,1017,12,3
3083,1018,116,2
3084,1018,99,2
3085,1018,58,3
3086,1019,87,3
3087,1019,91,3
3088,1020,104,1
3089,1020,63,3
3090,1020,103,1
3091,1020,7,4
3092,1021,63,1
3093,1021,37,1
3094,1021,74,1
3095,1021,43,1
3096,1021,82,2
3097,1022,105,2
3098,1022,36,3
3099,1022,60,1
3100,1022,58,2
3101,1023,74,4
3102,1023,38,1
3103,1023,1,1
3104,1023,80,2
3105,1024,87,2
3106,1024,99,3
3107,1024,42,2
3108,1024,69,2
3109,1024,59,2
3110,1025,78,3
3111,1025,109,1
3112,1025,6,3
3113,1025,100,3
3114,1025,17,2
3115,1026,30,2
3116,1026,120,3
3117,1026,118,1
3118,1027,4,2
3119,1027,57,4
3120,1027,112,1
3121,1027,96,4
3122,1028,105,1
3123,1028,16,2
3124,1028,12,2
3125,1028,23,1
3126,1028,65,4
3127,1029,25,3
3128,1029,27,4
3129,1029,12,3
3130,1029,103,1
3131,1030,110,3
3132,1030,13,1
3133,1030,46,4
3134,1030,47,3
3135,1031,3,3
3136,1031,36,1
3137,1031,94,2
3138,1031,83,2
3139,1032,20,1
3140,1032,18,1
3141,1032,89,2
3142,1032,61,3
3143,1032,98,3
3144,1033,20,3
3145,1033,95,1
3146,1033,104,2
3147,1033,86,1
3148,1033,24,4
3149,1034,42,4
3150,1034,4,1
3151,1034,101,2
3152,1034,43,4
3153,1034,114,1
3154,1035,115,4
3155,1035,29,1
3156,1035,12,1
3157,1036,104,4
3158,1036,82,3
3159,1036,1,2
3160,1036,40,3
3161,1036,61,3
3162,1037,66,2
3163,1037,17,2
3164,1038,14,3
3165,1038,32,3
3166,1038,29,4
3167,1038,33,3
3168,1038,24,2
3169,1039,96,4
3170,1040,107,2
3171,1041,62,4
3172,1041,110,4
3173,1041,45,2
3174,1041,25,4
3175,1042,119,3
3176,1042,44,4
3177,1042,115,4
3178,1042,24,1
3179,1042,33,3
3180,1043,70,2
3181,1044,16,3
3182,1045,56,2
3183,1045,71,4
3184,1045,11,2
3185,1045,111,2
3186,1046,100,1
3187,1046,20,3
3188,1046,73,2
3189,1046,111,2
3190,1046,68,3
3191,1047,79,1
3192,1047,55,4
3193,1047,110,3
3194,1047,26,4
3195,1047,36,4
3196,1048,10,3
